"energy","valence","Count"
0.873,0.853,166
0.874,0.835,166
0.878,0.645,166
0.414,0.609,165
0.499,0.237,165
0.663,0.389,165
0.672,0.496,165
0.695,0.589,165
0.697,0.42,165
0.716,0.448,165
0.807,0.544,165
0.953,0.477,165
0.526,0.543,164
0.555,0.271,164
0.583,0.456,164
0.641,0.275,164
0.717,0.601,164
0.725,0.755,164
0.726,0.494,164
0.744,0.495,164
0.836,0.891,164
0.843,0.702,164
0.254,0.153,163
0.331,0.154,163
0.399,0.0885,163
0.418,0.367,163
0.428,0.53,163
0.453,0.801,163
0.512,0.729,163
0.552,0.773,163
0.636,0.578,163
0.639,0.75,163
0.675,0.542,163
0.677,0.942,163
0.786,0.767,163
0.809,0.606,163
0.819,0.2,163
0.935,0.783,163
0.32,0.384,162
0.433,0.353,162
0.492,0.557,162
0.565,0.802,162
0.726,0.677,162
0.786,0.639,162
0.54,0.349,161
0.585,0.48,161
0.635,0.642,161
0.651,0.807,161
0.79,0.758,161
0.814,0.724,161
0.922,0.521,161
0.421,0.435,160
0.424,0.362,160
0.571,0.72,160
0.573,0.882,160
0.578,0.575,160
0.708,0.602,160
0.803,0.406,160
0.86,0.419,160
0.937,0.841,160
0.505,0.322,159
0.535,0.369,159
0.582,0.563,159
0.631,0.896,159
0.658,0.443,159
0.668,0.644,159
0.676,0.852,159
0.686,0.524,159
0.785,0.645,159
0.857,0.899,159
0.936,0.819,159
0.21,0.209,158
0.402,0.628,158
0.418,0.237,158
0.425,0.27,158
0.45,0.589,158
0.552,0.588,158
0.578,0.515,158
0.628,0.427,158
0.661,0.672,158
0.679,0.601,158
0.77,0.675,158
0.822,0.656,158
0.896,0.462,158
0.897,0.954,158
0.348,0.576,157
0.382,0.378,157
0.453,0.622,157
0.533,0.928,157
0.548,0.381,157
0.589,0.646,157
0.643,0.0715,157
0.698,0.341,157
0.802,0.602,157
0.322,0.212,156
0.524,0.632,156
0.558,0.243,156
0.597,0.875,156
0.644,0.457,156
0.659,0.878,156
0.668,0.845,156
0.674,0.458,156
0.713,0.683,156
0.74,0.331,156
0.768,0.384,156
0.794,0.567,156
0.795,0.737,156
0.883,0.776,156
0.889,0.563,156
0.937,0.875,156
0.954,0.361,156
0.388,0.25,155
0.405,0.46,155
0.457,0.453,155
0.458,0.242,155
0.568,0.16,155
0.592,0.336,155
0.644,0.939,155
0.652,0.561,155
0.747,0.798,155
0.813,0.559,155
0.878,0.901,155
0.889,0.771,155
0.406,0.766,154
0.446,0.321,154
0.49,0.342,154
0.582,0.479,154
0.601,0.648,154
0.628,0.562,154
0.648,0.584,154
0.655,0.603,154
0.657,0.411,154
0.674,0.894,154
0.719,0.657,154
0.722,0.306,154
0.773,0.358,154
0.925,0.855,154
0.467,0.238,153
0.566,0.378,153
0.604,0.7,153
0.632,0.639,153
0.679,0.423,153
0.688,0.393,153
0.691,0.791,153
0.72,0.438,153
0.791,0.404,153
0.856,0.9,153
0.213,0.481,152
0.407,0.255,152
0.42,0.547,152
0.421,0.0775,152
0.449,0.325,152
0.558,0.805,152
0.566,0.42,152
0.569,0.374,152
0.571,0.532,152
0.642,0.822,152
0.693,0.414,152
0.723,0.566,152
0.739,0.847,152
0.777,0.543,152
0.811,0.577,152
0.823,0.625,152
0.869,0.716,152
0.965,0.646,152
0.394,0.465,151
0.448,0.718,151
0.579,0.885,151
0.654,0.487,151
0.667,0.833,151
0.695,0.203,151
0.717,0.638,151
0.74,0.893,151
0.763,0.432,151
0.227,0.207,150
0.364,0.484,150
0.544,0.912,150
0.693,0.355,150
0.702,0.461,150
0.724,0.513,150
0.724,0.514,150
0.778,0.791,150
0.786,0.689,150
0.802,0.491,150
0.954,0.89,150
0.389,0.667,149
0.394,0.466,149
0.396,0.197,149
0.401,0.226,149
0.452,0.414,149
0.554,0.377,149
0.584,0.383,149
0.632,0.51,149
0.646,0.581,149
0.684,0.336,149
0.745,0.588,149
0.835,0.904,149
0.937,0.89,149
0.98,0.899,149
0.326,0.214,148
0.35,0.251,148
0.404,0.622,148
0.416,0.445,148
0.441,0.175,148
0.47,0.291,148
0.507,0.839,148
0.522,0.31,148
0.544,0.574,148
0.545,0.543,148
0.549,0.386,148
0.583,0.512,148
0.624,0.927,148
0.631,0.49,148
0.666,0.753,148
0.675,0.709,148
0.683,0.852,148
0.697,0.926,148
0.743,0.772,148
0.752,0.658,148
0.753,0.46,148
0.766,0.492,148
0.864,0.672,148
0.872,0.907,148
0.929,0.346,148
0.273,0.267,147
0.49,0.507,147
0.506,0.217,147
0.536,0.294,147
0.647,0.697,147
0.668,0.548,147
0.708,0.19,147
0.737,0.619,147
0.755,0.429,147
0.785,0.649,147
0.792,0.681,147
0.855,0.67,147
0.87,0.639,147
0.456,0.569,146
0.501,0.798,146
0.533,0.248,146
0.539,0.544,146
0.561,0.491,146
0.572,0.217,146
0.573,0.7,146
0.694,0.675,146
0.705,0.383,146
0.717,0.217,146
0.732,0.515,146
0.735,0.403,146
0.758,0.756,146
0.764,0.631,146
0.819,0.86,146
0.854,0.966,146
0.901,0.567,146
0.432,0.545,145
0.59,0.702,145
0.598,0.393,145
0.687,0.215,145
0.74,0.626,145
0.831,0.652,145
0.853,0.923,145
0.878,0.639,145
0.893,0.626,145
0.9,0.854,145
0.452,0.294,144
0.562,0.885,144
0.572,0.525,144
0.675,0.816,144
0.687,0.869,144
0.915,0.43,144
0.448,0.304,143
0.464,0.849,143
0.558,0.192,143
0.573,0.468,143
0.638,0.305,143
0.647,0.22,143
0.668,0.707,143
0.68,0.889,143
0.689,0.366,143
0.725,0.645,143
0.826,0.553,143
0.904,0.579,143
0.369,0.102,142
0.389,0.348,142
0.42,0.585,142
0.428,0.36,142
0.436,0.926,142
0.456,0.381,142
0.517,0.384,142
0.552,0.255,142
0.581,0.58,142
0.583,0.656,142
0.599,0.175,142
0.671,0.691,142
0.681,0.555,142
0.691,0.69,142
0.72,0.454,142
0.731,0.379,142
0.747,0.934,142
0.771,0.544,142
0.832,0.243,142
0.873,0.725,142
0.959,0.807,142
0.464,0.848,141
0.537,0.375,141
0.587,0.115,141
0.658,0.795,141
0.68,0.592,141
0.709,0.606,141
0.771,0.808,141
0.339,0.951,140
0.468,0.357,140
0.486,0.716,140
0.508,0.7,140
0.519,0.435,140
0.531,0.228,140
0.531,0.269,140
0.597,0.182,140
0.621,0.344,140
0.648,0.443,140
0.66,0.965,140
0.701,0.603,140
0.744,0.775,140
0.746,0.813,140
0.768,0.878,140
0.783,0.0641,140
0.803,0.825,140
0.807,0.505,140
0.854,0.698,140
0.362,0.633,139
0.517,0.512,139
0.59,0.678,139
0.633,0.388,139
0.698,0.822,139
0.73,0.581,139
0.743,0.764,139
0.786,0.502,139
0.787,0.533,139
0.792,0.84,139
0.824,0.323,139
0.897,0.373,139
0.531,0.644,138
0.537,0.534,138
0.538,0.392,138
0.59,0.533,138
0.66,0.458,138
0.675,0.783,138
0.699,0.453,138
0.712,0.712,138
0.743,0.575,138
0.813,0.323,138
0.817,0.463,138
0.867,0.684,138
0.443,0.466,137
0.551,0.961,137
0.556,0.583,137
0.561,0.548,137
0.583,0.546,137
0.626,0.313,137
0.658,0.282,137
0.684,0.96,137
0.702,0.674,137
0.781,0.6,137
0.832,0.482,137
0.847,0.166,137
0.871,0.877,137
0.872,0.896,137
0.953,0.375,137
0.433,0.276,136
0.535,0.228,136
0.557,0.494,136
0.614,0.394,136
0.633,0.886,136
0.639,0.605,136
0.649,0.97,136
0.672,0.514,136
0.81,0.289,136
0.943,0.5,136
0.508,0.346,135
0.568,0.591,135
0.588,0.774,135
0.616,0.96,135
0.623,0.662,135
0.645,0.864,135
0.656,0.65,135
0.665,0.601,135
0.679,0.511,135
0.73,0.702,135
0.76,0.615,135
0.765,0.583,135
0.801,0.58,135
0.893,0.651,135
0.338,0.155,134
0.479,0.31,134
0.509,0.401,134
0.575,0.663,134
0.721,0.308,134
0.741,0.239,134
0.778,0.733,134
0.778,0.938,134
0.947,0.773,134
0.948,0.874,134
0.949,0.838,134
0.963,0.678,134
0.504,0.411,133
0.557,0.258,133
0.563,0.481,133
0.702,0.382,133
0.763,0.224,133
0.821,0.904,133
0.825,0.653,133
0.882,0.637,133
0.518,0.376,132
0.523,0.413,132
0.655,0.894,132
0.698,0.239,132
0.706,0.51,132
0.714,0.681,132
0.726,0.807,132
0.796,0.526,132
0.812,0.903,132
0.825,0.63,132
0.9,0.401,132
0.34,0.48,131
0.462,0.344,131
0.603,0.86,131
0.619,0.423,131
0.643,0.967,131
0.659,0.63,131
0.669,0.436,131
0.675,0.414,131
0.682,0.395,131
0.718,0.729,131
0.728,0.874,131
0.73,0.442,131
0.744,0.783,131
0.28,0.387,130
0.579,0.297,130
0.595,0.435,130
0.61,0.786,130
0.635,0.446,130
0.667,0.793,130
0.743,0.819,130
0.798,0.51,130
0.819,0.84,130
0.839,0.411,130
0.854,0.395,130
0.893,0.607,130
0.943,0.444,130
0.174,0.362,129
0.316,0.883,129
0.347,0.264,129
0.493,0.824,129
0.509,0.684,129
0.618,0.557,129
0.637,0.849,129
0.643,0.281,129
0.692,0.91,129
0.694,0.655,129
0.765,0.736,129
0.778,0.359,129
0.796,0.599,129
0.8,0.925,129
0.878,0.94,129
0.885,0.192,129
0.921,0.439,129
0.923,0.622,129
0.333,0.174,128
0.453,0.287,128
0.503,0.821,128
0.509,0.586,128
0.516,0.784,128
0.562,0.341,128
0.566,0.707,128
0.666,0.431,128
0.755,0.804,128
0.795,0.905,128
0.797,0.119,128
0.816,0.388,128
0.825,0.692,128
0.884,0.964,128
0.889,0.883,128
0.966,0.505,128
0.226,0.629,127
0.378,0.366,127
0.402,0.34,127
0.457,0.17,127
0.514,0.795,127
0.515,0.233,127
0.516,0.268,127
0.527,0.333,127
0.537,0.978,127
0.649,0.273,127
0.664,0.209,127
0.671,0.738,127
0.679,0.256,127
0.707,0.506,127
0.794,0.775,127
0.992,0.968,127
0.457,0.636,126
0.507,0.433,126
0.59,0.334,126
0.65,0.228,126
0.657,0.698,126
0.659,0.594,126
0.684,0.483,126
0.738,0.838,126
0.741,0.264,126
0.807,0.537,126
0.83,0.709,126
0.853,0.596,126
0.859,0.321,126
0.27,0.58,125
0.323,0.278,125
0.391,0.628,125
0.462,0.585,125
0.466,0.355,125
0.52,0.1,125
0.56,0.613,125
0.608,0.299,125
0.61,0.798,125
0.643,0.888,125
0.652,0.577,125
0.659,0.732,125
0.674,0.267,125
0.676,0.486,125
0.73,0.334,125
0.764,0.581,125
0.768,0.522,125
0.773,0.8,125
0.774,0.328,125
0.779,0.687,125
0.807,0.531,125
0.818,0.919,125
0.82,0.77,125
0.851,0.713,125
0.885,0.735,125
0.904,0.861,125
0.262,0.197,124
0.312,0.569,124
0.374,0.661,124
0.451,0.582,124
0.496,0.389,124
0.593,0.153,124
0.637,0.691,124
0.688,0.715,124
0.785,0.609,124
0.866,0.708,124
0.923,0.498,124
0.936,0.947,124
0.442,0.609,123
0.503,0.519,123
0.504,0.495,123
0.567,0.752,123
0.593,0.624,123
0.608,0.813,123
0.609,0.874,123
0.617,0.489,123
0.62,0.695,123
0.62,0.902,123
0.641,0.789,123
0.653,0.59,123
0.668,0.608,123
0.718,0.654,123
0.728,0.814,123
0.744,0.54,123
0.769,0.63,123
0.823,0.909,123
0.831,0.721,123
0.983,0.478,123
0.325,0.474,122
0.433,0.602,122
0.495,0.759,122
0.567,0.266,122
0.584,0.4,122
0.627,0.589,122
0.655,0.493,122
0.662,0.618,122
0.673,0.37,122
0.674,0.705,122
0.683,0.202,122
0.695,0.416,122
0.696,0.357,122
0.7,0.863,122
0.735,0.773,122
0.738,0.688,122
0.757,0.406,122
0.758,0.361,122
0.767,0.529,122
0.791,0.562,122
0.799,0.597,122
0.82,0.671,122
0.832,0.926,122
0.837,0.558,122
0.877,0.449,122
0.548,0.516,121
0.551,0.547,121
0.601,0.16,121
0.601,0.526,121
0.644,0.446,121
0.655,0.635,121
0.694,0.484,121
0.752,0.555,121
0.764,0.734,121
0.796,0.75,121
0.816,0.844,121
0.898,0.865,121
0.489,0.325,120
0.504,0.459,120
0.526,0.671,120
0.584,0.892,120
0.588,0.617,120
0.604,0.354,120
0.609,0.31,120
0.614,0.383,120
0.624,0.928,120
0.651,0.567,120
0.704,0.554,120
0.718,0.8,120
0.835,0.329,120
0.909,0.823,120
0.953,0.791,120
0.349,0.419,119
0.401,0.145,119
0.423,0.863,119
0.436,0.748,119
0.453,0.393,119
0.495,0.512,119
0.522,0.304,119
0.544,0.569,119
0.595,0.718,119
0.671,0.43,119
0.713,0.505,119
0.722,0.824,119
0.728,0.54,119
0.739,0.552,119
0.788,0.336,119
0.825,0.297,119
0.839,0.629,119
0.842,0.493,119
0.855,0.943,119
0.874,0.556,119
0.91,0.962,119
0.229,0.621,118
0.396,0.785,118
0.4,0.335,118
0.467,0.343,118
0.515,0.173,118
0.555,0.469,118
0.56,0.449,118
0.561,0.543,118
0.568,0.689,118
0.583,0.763,118
0.692,0.382,118
0.748,0.888,118
0.794,0.432,118
0.8,0.961,118
0.829,0.614,118
0.831,0.719,118
0.939,0.618,118
0.955,0.337,118
0.0000201,0.262,117
0.418,0.136,117
0.434,0.348,117
0.447,0.785,117
0.453,0.154,117
0.489,0.466,117
0.508,0.228,117
0.543,0.825,117
0.579,0.625,117
0.639,0.555,117
0.776,0.31,117
0.788,0.612,117
0.793,0.723,117
0.906,0.648,117
0.238,0.414,116
0.399,0.36,116
0.458,0.121,116
0.577,0.55,116
0.596,0.854,116
0.69,0.296,116
0.858,0.905,116
0.889,0.624,116
0.435,0.376,115
0.481,0.556,115
0.529,0.409,115
0.537,0.693,115
0.546,0.906,115
0.595,0.159,115
0.629,0.237,115
0.648,0.466,115
0.65,0.364,115
0.671,0.732,115
0.728,0.384,115
0.741,0.558,115
0.743,0.759,115
0.823,0.342,115
0.826,0.667,115
0.842,0.589,115
0.92,0.359,115
0.406,0.206,114
0.505,0.331,114
0.553,0.0962,114
0.557,0.485,114
0.603,0.477,114
0.607,0.674,114
0.646,0.616,114
0.648,0.936,114
0.661,0.963,114
0.667,0.384,114
0.67,0.634,114
0.671,0.493,114
0.752,0.496,114
0.774,0.916,114
0.825,0.683,114
0.831,0.673,114
0.416,0.404,113
0.424,0.535,113
0.443,0.36,113
0.49,0.236,113
0.522,0.548,113
0.551,0.679,113
0.581,0.817,113
0.623,0.932,113
0.624,0.67,113
0.692,0.834,113
0.705,0.803,113
0.796,0.799,113
0.801,0.385,113
0.857,0.306,113
0.868,0.906,113
0.937,0.696,113
0.94,0.349,113
0.454,0.34,112
0.512,0.435,112
0.52,0.138,112
0.526,0.833,112
0.53,0.831,112
0.562,0.409,112
0.603,0.661,112
0.637,0.338,112
0.647,0.903,112
0.65,0.507,112
0.655,0.773,112
0.685,0.791,112
0.707,0.549,112
0.733,0.697,112
0.81,0.656,112
0.83,0.4,112
0.833,0.702,112
0.865,0.794,112
0.871,0.743,112
0.907,0.827,112
0.438,0.227,111
0.443,0.717,111
0.482,0.33,111
0.502,0.424,111
0.551,0.444,111
0.565,0.773,111
0.575,0.707,111
0.581,0.256,111
0.683,0.829,111
0.691,0.538,111
0.755,0.913,111
0.803,0.338,111
0.841,0.951,111
0.858,0.277,111
0.871,0.609,111
0.124,0.19,110
0.593,0.668,110
0.669,0.198,110
0.702,0.357,110
0.707,0.564,110
0.719,0.964,110
0.726,0.475,110
0.749,0.567,110
0.949,0.521,110
0.444,0.344,109
0.451,0.461,109
0.472,0.41,109
0.485,0.391,109
0.536,0.978,109
0.549,0.146,109
0.584,0.753,109
0.657,0.932,109
0.66,0.727,109
0.68,0.713,109
0.685,0.432,109
0.719,0.863,109
0.734,0.6,109
0.748,0.521,109
0.753,0.416,109
0.778,0.805,109
0.786,0.458,109
0.789,0.351,109
0.823,0.281,109
0.87,0.384,109
0.903,0.748,109
0.914,0.511,109
0.921,0.788,109
0.947,0.967,109
0.96,0.726,109
0.19,0.32,108
0.343,0.112,108
0.401,0.622,108
0.411,0.297,108
0.428,0.368,108
0.438,0.148,108
0.46,0.294,108
0.465,0.349,108
0.468,0.18,108
0.488,0.233,108
0.529,0.322,108
0.536,0.736,108
0.541,0.27,108
0.547,0.236,108
0.559,0.616,108
0.56,0.754,108
0.59,0.52,108
0.593,0.263,108
0.599,0.304,108
0.605,0.849,108
0.623,0.757,108
0.631,0.79,108
0.632,0.731,108
0.644,0.299,108
0.657,0.518,108
0.662,0.361,108
0.667,0.4,108
0.691,0.548,108
0.694,0.642,108
0.704,0.744,108
0.707,0.82,108
0.712,0.336,108
0.721,0.666,108
0.724,0.316,108
0.731,0.513,108
0.738,0.769,108
0.741,0.513,108
0.745,0.829,108
0.746,0.755,108
0.761,0.382,108
0.766,0.469,108
0.77,0.623,108
0.781,0.23,108
0.787,0.25,108
0.79,0.559,108
0.799,0.972,108
0.804,0.331,108
0.822,0.664,108
0.84,0.889,108
0.843,0.366,108
0.846,0.16,108
0.847,0.625,108
0.863,0.412,108
0.863,0.813,108
0.87,0.663,108
0.39,0.272,107
0.414,0.353,107
0.467,0.563,107
0.533,0.891,107
0.556,0.402,107
0.569,0.203,107
0.592,0.672,107
0.61,0.207,107
0.61,0.404,107
0.626,0.838,107
0.64,0.289,107
0.643,0.302,107
0.643,0.388,107
0.651,0.324,107
0.684,0.416,107
0.723,0.537,107
0.736,0.539,107
0.783,0.581,107
0.816,0.489,107
0.844,0.632,107
0.878,0.929,107
0.888,0.741,107
0.901,0.241,107
0.944,0.935,107
0.978,0.893,107
0.166,0.306,106
0.38,0.214,106
0.443,0.763,106
0.482,0.322,106
0.602,0.588,106
0.624,0.815,106
0.652,0.247,106
0.66,0.796,106
0.675,0.612,106
0.677,0.646,106
0.688,0.852,106
0.692,0.649,106
0.714,0.5,106
0.736,0.779,106
0.817,0.713,106
0.942,0.862,106
0.949,0.962,106
0.976,0.368,106
0.398,0.165,105
0.492,0.551,105
0.591,0.358,105
0.653,0.505,105
0.724,0.71,105
0.755,0.969,105
0.812,0.739,105
0.82,0.509,105
0.82,0.887,105
0.932,0.831,105
0.299,0.459,104
0.326,0.296,104
0.356,0.532,104
0.513,0.319,104
0.521,0.262,104
0.553,0.376,104
0.575,0.307,104
0.602,0.409,104
0.622,0.114,104
0.669,0.636,104
0.695,0.673,104
0.761,0.797,104
0.833,0.611,104
0.835,0.714,104
0.844,0.769,104
0.901,0.817,104
0.139,0.49,103
0.232,0.342,103
0.363,0.243,103
0.384,0.597,103
0.417,0.677,103
0.528,0.283,103
0.541,0.38,103
0.582,0.424,103
0.615,0.406,103
0.638,0.699,103
0.647,0.435,103
0.691,0.602,103
0.766,0.457,103
0.78,0.813,103
0.801,0.517,103
0.814,0.618,103
0.816,0.407,103
0.838,0.34,103
0.867,0.702,103
0.931,0.746,103
0.285,0.237,102
0.328,0.531,102
0.37,0.291,102
0.394,0.164,102
0.416,0.696,102
0.535,0.702,102
0.546,0.295,102
0.556,0.228,102
0.586,0.561,102
0.624,0.574,102
0.638,0.447,102
0.668,0.579,102
0.713,0.934,102
0.741,0.556,102
0.751,0.691,102
0.898,0.639,102
0.32,0.338,101
0.338,0.328,101
0.429,0.166,101
0.469,0.39,101
0.483,0.595,101
0.537,0.219,101
0.566,0.28,101
0.594,0.748,101
0.633,0.829,101
0.644,0.22,101
0.657,0.625,101
0.658,0.466,101
0.754,0.797,101
0.795,0.536,101
0.818,0.681,101
0.827,0.419,101
0.839,0.525,101
0.872,0.545,101
0.427,0.441,100
0.432,0.465,100
0.435,0.521,100
0.45,0.216,100
0.451,0.112,100
0.487,0.528,100
0.573,0.398,100
0.592,0.496,100
0.622,0.686,100
0.633,0.467,100
0.704,0.458,100
0.71,0.626,100
0.715,0.957,100
0.719,0.558,100
0.761,0.785,100
0.783,0.577,100
0.83,0.798,100
0.842,0.721,100
0.869,0.938,100
0.871,0.661,100
0.968,0.768,100
0.533,0.792,99
0.567,0.481,99
0.586,0.578,99
0.593,0.457,99
0.611,0.743,99
0.641,0.536,99
0.658,0.552,99
0.679,0.316,99
0.681,0.13,99
0.684,0.513,99
0.685,0.754,99
0.731,0.376,99
0.736,0.685,99
0.773,0.565,99
0.779,0.453,99
0.788,0.743,99
0.796,0.469,99
0.822,0.373,99
0.828,0.793,99
0.255,0.328,98
0.283,0.192,98
0.324,0.302,98
0.428,0.292,98
0.439,0.376,98
0.44,0.451,98
0.45,0.477,98
0.487,0.663,98
0.509,0.228,98
0.531,0.431,98
0.586,0.191,98
0.605,0.41,98
0.613,0.5,98
0.653,0.721,98
0.691,0.436,98
0.75,0.961,98
0.776,0.632,98
0.78,0.803,98
0.9,0.699,98
0.914,0.939,98
0.356,0.148,97
0.455,0.879,97
0.473,0.439,97
0.484,0.167,97
0.546,0.777,97
0.556,0.478,97
0.574,0.533,97
0.577,0.382,97
0.6,0.551,97
0.61,0.196,97
0.613,0.649,97
0.621,0.447,97
0.628,0.435,97
0.666,0.533,97
0.708,0.717,97
0.713,0.768,97
0.718,0.502,97
0.752,0.617,97
0.77,0.624,97
0.879,0.748,97
0.886,0.9,97
0.975,0.319,97
0.25,0.322,96
0.296,0.0571,96
0.511,0.609,96
0.596,0.754,96
0.601,0.368,96
0.679,0.363,96
0.679,0.518,96
0.68,0.619,96
0.683,0.818,96
0.707,0.754,96
0.71,0.393,96
0.723,0.34,96
0.728,0.936,96
0.737,0.36,96
0.748,0.779,96
0.772,0.679,96
0.822,0.578,96
0.828,0.811,96
0.83,0.725,96
0.853,0.603,96
0.882,0.963,96
0.893,0.712,96
0.92,0.972,96
0.423,0.726,95
0.494,0.217,95
0.532,0.459,95
0.543,0.35,95
0.594,0.207,95
0.603,0.352,95
0.615,0.109,95
0.62,0.169,95
0.629,0.382,95
0.645,0.396,95
0.681,0.539,95
0.686,0.268,95
0.686,0.383,95
0.699,0.721,95
0.732,0.659,95
0.773,0.265,95
0.825,0.978,95
0.83,0.921,95
0.864,0.89,95
0.873,0.21,95
0.931,0.566,95
0.271,0.326,94
0.301,0.219,94
0.322,0.0966,94
0.468,0.319,94
0.521,0.796,94
0.522,0.572,94
0.542,0.0373,94
0.544,0.216,94
0.577,0.38,94
0.623,0.403,94
0.628,0.355,94
0.641,0.749,94
0.649,0.317,94
0.664,0.432,94
0.686,0.392,94
0.698,0.732,94
0.707,0.421,94
0.72,0.597,94
0.746,0.745,94
0.764,0.533,94
0.788,0.344,94
0.795,0.513,94
0.881,0.533,94
0.174,0.347,93
0.183,0.253,93
0.48,0.334,93
0.49,0.776,93
0.552,0.0789,93
0.553,0.676,93
0.561,0.431,93
0.602,0.695,93
0.612,0.347,93
0.616,0.413,93
0.617,0.464,93
0.634,0.743,93
0.66,0.206,93
0.667,0.217,93
0.676,0.629,93
0.686,0.476,93
0.687,0.91,93
0.691,0.415,93
0.694,0.603,93
0.714,0.612,93
0.725,0.539,93
0.743,0.659,93
0.782,0.762,93
0.8,0.896,93
0.809,0.833,93
0.897,0.626,93
0.194,0.9,92
0.353,0.278,92
0.363,0.513,92
0.433,0.382,92
0.443,0.26,92
0.443,0.76,92
0.505,0.534,92
0.518,0.774,92
0.524,0.49,92
0.565,0.73,92
0.615,0.526,92
0.616,0.652,92
0.661,0.843,92
0.668,0.557,92
0.673,0.264,92
0.675,0.162,92
0.747,0.787,92
0.797,0.508,92
0.806,0.588,92
0.831,0.769,92
0.843,0.206,92
0.904,0.751,92
0.948,0.798,92
0.245,0.437,91
0.341,0.375,91
0.406,0.338,91
0.421,0.674,91
0.434,0.204,91
0.442,0.632,91
0.475,0.66,91
0.484,0.769,91
0.505,0.964,91
0.555,0.563,91
0.574,0.377,91
0.579,0.211,91
0.636,0.78,91
0.652,0.393,91
0.653,0.611,91
0.657,0.252,91
0.687,0.578,91
0.688,0.623,91
0.714,0.535,91
0.729,0.428,91
0.859,0.921,91
0.863,0.625,91
0.871,0.383,91
0.882,0.512,91
0.889,0.775,91
0.942,0.915,91
0.0953,0.273,90
0.306,0.25,90
0.383,0.236,90
0.387,0.262,90
0.502,0.567,90
0.515,0.339,90
0.521,0.737,90
0.597,0.508,90
0.667,0.338,90
0.69,0.744,90
0.716,0.819,90
0.79,0.591,90
0.792,0.531,90
0.825,0.726,90
0.827,0.682,90
0.836,0.664,90
0.844,0.834,90
0.851,0.482,90
0.882,0.476,90
0.933,0.854,90
0.311,0.545,89
0.323,0.329,89
0.339,0.698,89
0.41,0.168,89
0.462,0.808,89
0.52,0.453,89
0.544,0.778,89
0.605,0.358,89
0.608,0.654,89
0.633,0.651,89
0.662,0.528,89
0.69,0.622,89
0.706,0.581,89
0.715,0.495,89
0.716,0.402,89
0.728,0.703,89
0.758,0.524,89
0.767,0.749,89
0.794,0.796,89
0.798,0.233,89
0.8,0.761,89
0.809,0.701,89
0.847,0.731,89
0.9,0.233,89
0.25,0.211,88
0.334,0.694,88
0.377,0.433,88
0.379,0.236,88
0.527,0.694,88
0.539,0.276,88
0.56,0.283,88
0.579,0.362,88
0.581,0.551,88
0.582,0.359,88
0.628,0.622,88
0.634,0.525,88
0.646,0.211,88
0.647,0.538,88
0.655,0.434,88
0.691,0.384,88
0.693,0.584,88
0.7,0.308,88
0.734,0.663,88
0.735,0.524,88
0.766,0.413,88
0.766,0.594,88
0.782,0.72,88
0.885,0.649,88
0.928,0.747,88
0.967,0.702,88
0.329,0.334,87
0.354,0.257,87
0.399,0.277,87
0.399,0.681,87
0.415,0.407,87
0.546,0.333,87
0.619,0.446,87
0.639,0.0396,87
0.685,0.823,87
0.716,0.393,87
0.722,0.425,87
0.723,0.397,87
0.735,0.305,87
0.756,0.732,87
0.784,0.748,87
0.799,0.582,87
0.8,0.641,87
0.807,0.663,87
0.826,0.893,87
0.866,0.722,87
0.909,0.736,87
0.946,0.425,87
0.955,0.716,87
0.468,0.845,86
0.515,0.559,86
0.533,0.67,86
0.593,0.477,86
0.636,0.441,86
0.661,0.456,86
0.674,0.266,86
0.697,0.509,86
0.706,0.766,86
0.717,0.42,86
0.742,0.785,86
0.759,0.394,86
0.767,0.536,86
0.801,0.571,86
0.801,0.581,86
0.811,0.501,86
0.826,0.434,86
0.83,0.577,86
0.841,0.723,86
0.851,0.81,86
0.861,0.636,86
0.869,0.706,86
0.878,0.105,86
0.958,0.21,86
0.987,0.451,86
0.201,0.857,85
0.257,0.297,85
0.396,0.886,85
0.44,0.301,85
0.533,0.576,85
0.541,0.952,85
0.568,0.37,85
0.596,0.295,85
0.629,0.308,85
0.63,0.389,85
0.667,0.854,85
0.671,0.785,85
0.677,0.55,85
0.686,0.582,85
0.697,0.655,85
0.699,0.33,85
0.704,0.717,85
0.725,0.556,85
0.727,0.644,85
0.745,0.737,85
0.746,0.687,85
0.775,0.618,85
0.777,0.82,85
0.793,0.528,85
0.799,0.564,85
0.804,0.359,85
0.81,0.673,85
0.882,0.602,85
0.913,0.308,85
0.913,0.791,85
0.959,0.866,85
0.289,0.466,84
0.404,0.457,84
0.495,0.585,84
0.531,0.356,84
0.594,0.708,84
0.644,0.962,84
0.66,0.887,84
0.676,0.213,84
0.678,0.656,84
0.682,0.495,84
0.717,0.958,84
0.745,0.464,84
0.746,0.886,84
0.755,0.883,84
0.757,0.897,84
0.777,0.555,84
0.802,0.461,84
0.804,0.832,84
0.805,0.791,84
0.807,0.921,84
0.963,0.816,84
0.39,0.764,83
0.424,0.403,83
0.445,0.213,83
0.48,0.325,83
0.49,0.126,83
0.536,0.419,83
0.562,0.266,83
0.588,0.707,83
0.628,0.536,83
0.695,0.578,83
0.72,0.481,83
0.755,0.531,83
0.802,0.551,83
0.806,0.787,83
0.819,0.882,83
0.821,0.369,83
0.87,0.417,83
0.89,0.826,83
0.919,0.557,83
0.927,0.933,83
0.96,0.737,83
0.987,0.584,83
0.182,0.208,82
